label,text
0,Im batssex my mom came into the store while grocery shopping she's gonna stuff away behind the bar I want it. She's crusty. No scene @ all
0,"Vino tinto, vino bianco and Kobe beef covered in shaved truffles ...… https://t.co/fyt8fBilQF"
0,"MY MOM GOT MAD THAT RICHARD SHERMAN WAS GLOATING AND SAID ""alright Sherman sit down and go drink soup w/ ya mudda"" 💀"
0,my favorite drink is water followed by sprite.
0,"Brunch time! (@ Poppy's Crazy Lobster Bar &amp; Grill in New Orleans, LA w/ @pjciowa) https://t.co/mSMKnGoNv9 https://t.co/4QXFK9Twov"
0,Cheer moms take Mardi Gras! #WhatHappensInMardiGrasSraysInMardiGras @ The Crazy Lobster Bar &amp; Grill http://t.co/MmQURfdCir
1,The amount of drunk texts I'm getting right now is hilarious
1,Coconut vodka and mango juice 😍😍😍
0,"""@kaleaaaa_: @Redbonee_Vonnaa @Rae__lb weed makes you focus girl lol that's the only drug i do."" 😂😂😂 drinking liqour is drugs toooo 😂😂"
1,ATTENTION: do not drink &amp; skate .. Will result in ripped leggings.. Ripped knees.. And a lost skateboard #crying4daze 😥
1,Dawid told me I speak better polish when I drink 😂
0,Bitches will be down to they last $10 and have no gas but will go get a personal bottle of liquor instead of getting gas 😂😂😂
0,ole ole ole ⚽️⚽️ @ City Tavern - DTLA http://t.co/TQ1LJYqQQl
1,You are now tuned into the mufuckin greatest - Drinking a Melrose by @BeachwoodBBQ_LB at @beachwoodbbq_lb  — http://t.co/dFsE5QwYC3
1,Nimble Hill breakfast stout.  Yum!!!! @ What's Brewin' 6-Pack Ale Shoppe https://t.co/tJw6uMjoeD
1,"Just woke up and cracked a beer
Happy 4th of July #MERICAAAAAAA"
1,@blakeshelton @LukeBryanOnline I don't have beer but I've got a 5th of Jack Daniels! That enough to get you to come to my house??
1,Too drunk for this show I'm fucking crying it is too much
0,Enjoying peaceful easy feelings in pretty Portland 👌🏼😍✌🏼️|| Dinner &amp; drinks at delicious Deschutes… https://t.co/2gMBXgVOhj
0,Hope boozer does everyone a favor and retires at the end of the season
1,I'm not even really into drinking tonight. Maybe I just need to drink more lol
0,Twitter taught me to drink more.
0,Salsa eating champion. Our first time at Mi Tenampa. New favorite! @ Mi Tenampa Mexican Restaurant &amp; Bar http://t.co/IMN5vtSAiI
0,"""The best part of coffee is when you drink it."""
0,Girl time with @luisafnavarro is always a good time. @ Bottega del Vino http://t.co/OcbpSUzlj9
0,Will buy tickets to concerts but will not buy outside food or drinks unless necessary lol #NORAGRETS
0,I don't know what it is but I just went INNNNNNNN drinking that faucet water in the Hallway!! 😩😩
0,sry but drinking is a fun activity and if you judge people for that then u stupid
1,Come hang with me and my dudes on Thursday and Friday. I need booze fed into my asshole. So help a… http://t.co/Bu9VlScsxP
0,Jordan just threw his drink across McDonalds and told them it taste like shit !
1,@yosbosss you can tell I'm drunk With what I'm drinking right now http://t.co/8R7vzUkMH3
1,Drinking a Chipotle Raspberry Reverend by @AveryBrewingCo at @averybrewingco — http://t.co/3uxiq8pAmt #photo
0,“@LifeWithAlcohol: I just want to be drunk on a beach right now”
0,The bar for quality content is different now. The definition of quality has changed. @adamkmiec #bisummit
0,@IronicEchoes 16 for beer wine and stuff with low alcohol. 18 for the hard core stuff
1,I may or may not be sitting at beerworks bar alone drinking a pale ale to calm my nerves about my grades #pleaseletmegraduate #prayersneeded
0,"It's a line dancing, country bar kind of night! #louisianasailor @misabobisa ckapplerma stephhhpham @… http://t.co/Lrml46D0yr"
1,Fuck it I'm drunk! #yolo @ ALTITUDE Sky Lounge https://t.co/xCzd0P0Rux
0,The group of friends that I did acid with are currently being sober as fuck and we love it
0,"The hat and the beer scream out ""#texas""
#shoehead #shoehead65 #lonestarbeer #gtown #georgetowntx… http://t.co/dHtI5LbXaY"
0,I wish I could keep lying to myself that you're sober 😔
1,The toasts to cousin Carolyn don't stop! Stories and brews with the fam... (@ Jimmy Guana's) https://t.co/Jq1uzWGnnI
1,"I wanna go to college for the rest of my life, sip Bankers Club, and drink Miller Lite."
0,"Made step dad breakfast 🍲🍴🍺 steak, mashed potatoes, potato beer pancakes, and bacon http://t.co/wbNxmpH8dl"
1,@apuga74 the best is when still a little drunk
1,Karate chopping hairy dicks! - Drinking a Rolling Rock Extra Pale by @Rolling_Rock @ p90x workout room  — http://t.co/YT6zsoLZeO
0,@yourbarber14 lol I've heard about those too. I want a cute one though that I can put on a table and drink wine lol 💁
1,"Smooth as eff. Bourbon, dates, whipped cream....some good shit righ... (Vintage Ale (2007)) https://t.co/RxUglLbSU9 #photo"
0,"Dan the wine man @Christners #CraftWars ""in 1800s liquor was used so water wouldn't kill ya!"" http://t.co/Ss1GsAb0JY"
0,Little work to earn those beers then cape may for the weekend
0,"When the day kicks you in the grapes, drink wine! @ SE Wine Collective https://t.co/410LGd3hMX"
1,I love working in a bar. Free drinks all night. Don't mind if I do.
1,@Cmurda90 fuckkkkkkk no. I forgot I even drank that
0,Had to explain to my 5 year old cousin that just because he lives in borough park that doesn't mean he gets a bar mitzvah
1,"Anniversary day drinking with the best wife in the world! Magdalena (@ Celler 426 in Ashland, NE) https://t.co/xZKmgaTtlj"
1,Very crisp...floralish - Drinking a NH Common Ale by 7th Settlement Brewery @ 7th Settlement  — http://t.co/R5I1ItXEDF #photo
0,seriously😒 @angieberezyuk  &amp; believe me i wanted to but i sobered the fuck down😭😭😭 @YSofield
1,@kaitlynamaya yay!!! wine night &amp; sleepovers are my fav! can't wait 
1,I feel bad for @SeaBass469 bcause I always drink text him and he never judged lol
1,Well I drank a whole bottle of wine by myself. I don't feel like it affected me any
0,@kunzbrian95 right? my fb is spammed by happy families! Makes me appreciate alcohol more
1,Hehe time for some wine bc I want to this night to be a bit better....*sighs
0,@TMZ lol. Forgot about him. I punched him once no bs. On bourbon st.
1,Asparagus piss... Nope.. - Drinking an EKU Pils by Kulmbacher Brauerei at @hungernthirst  — http://t.co/fs6vCvCJy8
1,"“@HistoricalPics: Frank Sinatra stepping off of a helicopter with a drink in his hand, 1964. http://t.co/bEWAtGg7Cy”@rhinog93"
0,"“@drunk: I'll drink responsibly when there is an alcohol named ""responsibly""” @kai_mcgonagle"
0,"""@TheFunnyVine: Still one of the best vines ever 😂 https://t.co/vELBHlF37y"" When they question me at the bar lmaao"
0,"Breakfast w/ my baes. (@ Schubas Tavern in Chicago, IL) https://t.co/VWHMylPt52"
0,“@iREiGN_SUPREMEE: “@FeloDaJU: If u drink taaka u a hoe it's not up for debate”👀👀😩😩😂😂” a cheap one
1,Drinking a Stone Enjoy By 07.04.14 IPA by @StoneBrewingCo @ Best Pizza &amp; Brew — http://t.co/s4kzoEI3Mz #photo
1,Every weekend Im gonna want to go to a party or a bar so I can have a reason to get crazy drunk 😝 cause me &amp; a bottle in my room isnt enough
1,Birthday drink with @kmallory0703 Some good #TXtempranillo @landonwinery #TXwine http://t.co/E0r5aIAf6n
1,Me and Dana just killed a bottle of wine in like a half an hour ... This can't be good
1,"Uh, should I smoke this or drink this? - Drinking a Gift of the Magi by @lostabbey @ The Handle Bar  — http://t.co/0V7KYy3k98 #photo"
1,Crisp and clean. - Drinking a Krankshaft by @MetroBrewing @ Paddy Long's  — http://t.co/ls4oPahLfH #photo
0,Trying to figure out if I need a coffee or beer rn
1,No ‘Three Martini Lunch” for us today but a three olive martini will do just fine #Gallaghers… http://t.co/wLuW1JzFsz
1,TBT when my grandma got too drunk on Saint Patricks Day http://t.co/7OxKtMMaZ3
0,No more open drinks unless its water in my car and no more food. Got a problem? Then walk lol
0,Looking like str8 crackheads playing beer pong and then football in the middle of the street at 2 in the morning.
1,Drinking a Square Root 225 Saison by BFM (Brasserie des Franches-Montagnes) @ World of Beer — http://t.co/9G2TMvPWWr
1,Huzzah! #beergood - Drinking a Walden by @HillFarmstead @ Middle Finger- Groveland  — http://t.co/5fwC1FU0FC
0,I don't own a bar or work at one but I would give almost anything to sit down and talk with @jontaffer and pick his brain #wisdom #BarRescue
0,"The few, the proud, the pub crew ✌🏼️ @ Bravehearts Pub https://t.co/JdO8HKDNcV"
0,“@leggo_my_eggo10: Maybe she likes seeing me hurt” go drink some chocolate milk
0,This is 5 candy bar kinda homework.... The problem is... I only have 3 candy bars.
0,Think you can play cornhole while wearing drunk goggles? Come to the Wellness Fair and test your skills! http://t.co/SS3wBV1BGi
1,Lmfao I was more intoxicated than I thought.. Had one sock on this whole time since I left😂
0,Went in my bag found two beers what lol
1,"@_sweetlilqt_ @maddi_ebooks @T_Rumpp @abilako didn't happen, did have a Pokemon tournament and shotgunned beers in between rounds"
1,@RuthsChrisCOLA probably wine tonight but usually margaritas
0,“@Bubba_Korenz: El patron Banda MS” I LIKE DAT
0,@thallgoodman It was a fun paper to do. Just because of my love for alcohol 
0,Why is this in my closet' with tha prez ft. Sulik. @ Bogie's Bar https://t.co/mGsfzXCysQ
0,Salsa and Beer is so pack right now
1,Drinking a Honeyspot Road White IPA by @2RoadsBrewing @ Firefly's BBQ — http://t.co/WnIN7PHXup #photo
1,"@toristevenss Tiana and I were pretty close, we were literally the only ones drinking at ours"
1,I ain't got time for my momma drunk ass she can gtfo 😒
0,I'm off today and what am I doing? I'm watching Parks &amp; Rec and drinking hot chocolate.
0,"I'm eating Chickfila and drinking a pumpkin spice frapp and it's cold and rainy

THANK YOU LORD THIS IS MY DAY"
0,Sometimes I just wanna get drunk on the thought of being with you.
0,Get Up Early Tell The Bitch To Give Brain...Woop...Then Brush My Teeth With Champagne
1,"The fact that I just purchased my last bottle of alcohol ""legally"" hurts my heart. I don't want to leave PR. 😭😭😭😭😩 PLEASEEEEE."
1,Drunk and not in love hahahaha frase do dia. Beyonce ta errado isso ai kkkk
1,Oh dear god. - Drinking a Hawaiian Speedway Stout by @AleSmithBrewing @ Bottle Revolution 3  — https://t.co/ksYtxP7qap
1,Getting drunk tonight &amp; I don't care with who or where. I got two bottles with my names on it. #noreagrets #notasingleletter
1,I'm gonna enjoy being drunk until tomorrow morning comes...
0,@dakotaDstephen nah I haven't drank in forever. And I don't drink in drive 💁
1,Pairs well with a light Pinot Gris;) @ Red Ginger Thai &amp; Sushi http://t.co/eLLNjre5WL
1,Drinking a Black Jack Porter by @LeftHandBrewing @ Grandview Resort Honeysuckle Tower — https://t.co/9sE61jaJpq
1,My neighbor just made me a mango margarita and told me to come over. I love being 21 👌
0,“@SteaknShake: You can have your birthday cake shake and drink it too! http://t.co/SOoGKQtnAP” @DrewKull14 leggo
0,Don Julio margaritas @ElDoradoResorts in Maroma are elevated with fancy glassware.  It tastes as good as it looks! http://t.co/0FNte2wBVe
0,OMG IDC WHAT ANYONE SAYS! KICKSTART IS THE BEST FUCKIN ENERGY DRINK EVER!!!
0,I wish I could drink milk without having the 💩💩💩💩💩💨
0,I love that they offer shoppers at the surf shops champagne here :)
0,Bought my mom Starbucks and whataburger for Mother's Day bfast and she didn't drink or eat either one of them
0,Our look of the day today is the prefect cocktail dress for any formal occasion coming up! Wear it to… http://t.co/8cuS9ewIb9
1,Drinking an Aprihop by @dogfishbeer @ The Drop And The Drink — http://t.co/nsev1L5hyX #photo
1,Drinking a Hofbräu Maibock by Staatliches Hofbruhaus Mnchen @ Bockfest — http://t.co/Ly65h1DfUb
1,"“@Fvnxy: Jay-Z is on a yacht, drinking champagne, and fingering Beyoncé in broad daylight. This man won in life 😂😭😢 http://t.co/hU83zCPSkD”"
0,Never ever will I drink energy drinks @ night again.
0,@MistuhBaklava I drank a bag of finger blasted ones last night
1,Forcing myself to go to the gym because I still had alcohol in me from Vegas
0,Disney Recipe (and Happy Hour!): Monorail Drinks from Top of the World Restaurant at Disney’s… http://t.co/fdOBizUowG
0,"Checking in and checking it out! (@ All Set Restaurant &amp; Bar - @allsetdtss in Silver Spring, MD) https://t.co/iINFyqh5d3"
1,Drinking a Miller Lite by @MillerCoors @ American Legion Post 605 — http://t.co/RZLnJdIvD0 #photo
0,"Asked my mom what day it was &amp; she shouted from across the house ""NATIONAL TEQUILA DAY!"" ... Still don't know if it's Wednesday or Thursday"
0,August 15th. Contact 313.285.4500 For More Info @ Duo Restaurant &amp; Lounge http://t.co/FGZkarP2vE
0,"Happy Bachelorette Party, Cassie!! #soontobesisterinlaw #prettyinpink @ Reserve Wine &amp; Food http://t.co/Fx3rVK3yBw"
0,Wtf is wrong with me tonight? I'm not high or drunk sooo
0,Come kick it with me Shaolin Froday Detour Bar I'm Clearly Out Here Zeen Real Nigga from the Grand #SQUAD! http://t.co/RCp5kbKnFS
0,@youngampbeatz TK Mafioso Chiraq remix 56 bars (Official Video)http://t.co/afT3gHc3Iy share and subscribe
0,@spectro_radio @TriviaAD @Slatterys111 sitting in front of this at the bar in a white Disney shirt . Stop by ! http://t.co/xj6Neda0SR
0,It's so weird all of your snapchats are of you drinking something....
1,Drinking a Maduro Brown Ale by @CigarCityBeer @ Cigar City Brewing TIA — http://t.co/Ti6eSCimRh
0,Everyone I'm ever with needs to be straight edge and I can be an alcoholic bc I dont care about me and I care about everyone else'
0,Battle of the bars 😜 Sick as a dog but made it through my Pub happy hour shift now time to knock out… http://t.co/WEhJoX3LK8
0,I'm listening to Zuco 103 - Volta on Lounge Motion FM with TuneIn. #RealRadio http://t.co/sU9ap9u1Xb
1,Phenomenal. - Drinking a Bourbon Barrel Fourth Dementia Olde Ale @ The Darklord Disco - http://t.co/ACYd6UDEex #photo
1,Would order again - Drinking an Infamous IPA @ Montréal Int'l Airport Pierre-Elliott-Trudeau (YUL) - https://t.co/gd5dnKP9QT #photo
0,@13jhook @Crud_Light that's a pretty cool inside out bears winter hat. Prob smells like booze and has 100 cig burns
1,A gift from DaScottBaroo.  Yum!! Thanks buddy! - Drinking a Columbus IPA @ Seither-Faith Cat House - http://t.co/IcAS23GRJO #photo
1,"Been Done Work From Home And Ah ""Day Off"" Cool Out.. 2 Fi 5 On Di Beer Each And Every Monday Night.. https://t.co/WQJVd8sQlM"
0,"""Find the most popular TV &amp; radio shows, movies, foods, drinks - and AVOID them. Popularity breeds mediocrity. #dailymojo"""
1,"""I only came here for two things. to kick some ass &amp; drink some beer"""
1,"The guys are still chilling outside drinking , haha drunks !"
1,Constant drinking and love songs
0,Is it true if u drink coffee u won't grow :( ?
0,"Leafs home opener. (@ Platnium Lounge at ACC in Toronto, Ontario) https://t.co/e0u9nO9p1G"
0,"In Starbucks, drinking coffee, playing flappy bird, and thinking about my future... #yup"
0,"We know what the law is, so why waste taxpayers' money on billboards telling us not to drink and drive? #obviously"
1,I spilled wine all over my wallet and watch. But hey thats life.
1,"Idk what drink to get tonight.
#BrandonProblems"
1,Drunk and walking into this place palace http://t.co/uyYQs9TWrM
0,"Mr Gage &amp; Mr blak
#westlosangeles #thegoodhurt #goodhurt @ Good Hurt Nightclub http://t.co/tzSOlCwmiP"
1,Drinking on a work night. Oh well I cannot wait till the weekend to do it. So bottoms up tonight
1,"ok, this whole they drinking wine shit is boring. where's the #pong?"
0,👻 sc: djmavric #meatmeatadams for happy hour mradamssteakhouse @ Mr. Adams Steakhouse and Sports Bar https://t.co/JKlmZmCz6c
0,♬ DEVIL DRIVER &amp; WHITECHAPEL at DNA Lounge starting now! http://t.co/vZGMvUGzsn
1,Drunk and cant sleep talk to me please 😃
0,Cheeseburger day🍔🍔 (@ Zombie Burger + Drink Lab - @zombieburgerdm w/ 3 others) http://t.co/aCfTRrmYxp
0,Just posted a photo @ Metric Bar and Grill https://t.co/RmopEUblOe
0,drinking my morning coffee and reading the daily police report is one of the things I look forward to most about work ☕️🚓🚨
0,Game 4...GOooooooo HAWKS!! #Blackhawks #rockitchicago @ Rockit Bar &amp; Grill https://t.co/bTjglx0yEz
0,Happy birthday time #birthday #whitehartepub #losangeles #🎂 #calabasas #whitehartepub @ White Harte Pub https://t.co/oNaHIw6Bu0
0,“@peypey_monayy: @hannholstein I save drunk voicemails for 5 years” YOU DO NOT STILL HAVE THAT VOICE MAIL OMG PEYTON
0,"Grilled rib eye cap , root vegetable gratin , kale purée , rum peppercorn jus #broadwaybyamarsantana… http://t.co/qbmbWO7lFw"
1,"@Gello82685 @DerekLaClair I'll be touring breweries in Grand Rapids during the draft, so if the Bills disappoint, I'll at least have beer."
1,Mojitos at Lyndsey's oasis!🍹 #drinksatsunset @ Lyndsey's Oasis http://t.co/npGMzbQpAr
0,Afternoon snacks on Hayes. @ Absinthe Brasserie &amp; Bar https://t.co/I4xUWJcWRX
0,"Really wish I was attending this Zombie bar crawl up in the TOL, looks like a blast."
0,Good thing I didn't get a sobriety test... I woulda failed that worse than I did statistics
1,These drunk females in penn station. I just can't
1,Court documents: IMPD officer admitted to drinking and driving: Allen Johnson reportedly drove over a roundabout... http://t.co/khwYNAm2N3
0,@Why_So_SARious_ then I'm forcing u to drink gallons of orange juice and water and lay in bed for the next week and eat nothing but organics
0,"Conservative goes to backyard, yells ""Screw Earth Day, it's cold outside!"", enjoys quality American beer Budweiser, turns up Ted Nugent"
1,Beer and Bar-B-Que...can't get any better than this. Thanks towns1868 for the invite @ Houston… https://t.co/ynynlGXNi6
1,A classic - Drinking a Boat Beer by @cartonbrewing at @cartonbrewing  — https://t.co/Sr6FUKViSo
0,Drubk words are sober thoughts always remember that. 👏💯✔️
0,the amount of drunk driving we pull off is amazing
1,"First night in the new place! Not one piece of furniture, but we have champagne :) stacy342 @ Harrison… http://t.co/on2OfOJIf6"
0,@TheRealTayRoc vs @CHARLIECLIPS drop tomorrow! Those bars from the trailer got me hype
1,"I was gonna keep it real like chill like only have a drink or two, but it turned into a party when I started talking to you"
1,"""If I drunk text you and you're asleep, don't text me in the morning, that ship has sailed"" hahaha 😭"
0,"hate buying a drink thats made with some flat ass soda, or too much. like what is this."
0,Doing the comedy show (@ Allstars Bar &amp; Grill) http://t.co/yQUT9zI3oD
0,Up at seven watching the news drinking coffee before work...I feel like I'm fifty 👵
1,Bought mean girls for mañana! &amp; almost more importantly liquor 😂😂 @Kathlundy
1,"when ur bf compliments you on your work in the kitchen,  but the second he's drunk he talks u down and dis u. #fucku #dickmove"
0,"@TulipsandHockey ""Weekend Escape, wonder what that smells like?""

Me: ""Sex, booze and regret."""
0,"""Whoever invented alcohol had no idea what havoc it would wreak at the invention of the cell phone."" - @mtthwctrn"
0,"“@washingtonpost: Stoned drivers are a lot safer than drunk ones,new federal datashow http://t.co/imQEIV5t1s http://t.co/ZXvcRgFjF8”
we know"
1,Great event by @yelp - Drinking an OPA (Oatmeal Pale Ale) by @rangercreek @ Yelp's Wanderlust  — http://t.co/rawnsEbyOC
0,"I'm here, @manetheren is queer (at @WicksPizza Parlor &amp; Pub w/ @dchillysauce @lalz @emonilony) http://t.co/SwxOyhZlVS"
0,"Who the hell is ready to see @TegiOfficial tear down Forbidden tonight?! 

OPEN BAR 11-12 // FREE Before 12:30 http://t.co/N4fNZxgYcS"
0,Not 9 and drinking not an alcoholic right
1,"chewbecca420
Finally made some pumpkin martinis with the graham cracker crust ... It only took me a year 😳#martinis http://t.co/hSWvkIwj5A"
1,i need to stay up but if i get drunk i'll pass out lmao
0,Check out how @djweaponz and myself like to party Saturdays at Vanquish @ Vanquish Lounge http://t.co/0gV3piofsS
1,I am sitting on the porch reading a good book and drinking a good beer.
1,Earl grey Martini in a speak easy #nyc #classy #earlgrey @ Pegu Club https://t.co/RrqeWV6ySZ
1,Every time I talk to you it makes me wanna forget everything and dive right back in.... Yeah I'm drinking tonight
0,#5SOSSauceTastesLike a boss who shops at Ross who's cake you toss while looking at moss drinking voss at a loss @OnAirWithRyan #ContestEntry
0,Checking out the breweries in Denver! #cheers #colorado #moreplease 🍻 @ Great Divide Brewing Co. http://t.co/do10fRAErs
0,"@bahwee_ x @BeatsByESTA x @MIKEGAO - Lounge Burger

if this song was a girl... she'd be bae."
1,"I'm ready for my couch, some beers and some salsa."
0,You can be as fine as blueberry wine or as ugly as medusa and guess what he will either want you or not want you!
1,Drinking an Ermal's Belgian Style Cream Ale by @warpedwing @ One Eyed Jack's — http://t.co/BcFwhTHsAZ
1,"Drinking a Galaxy Dry Hopped Fort Point Pale Ale by @trilliumbrewing @ Arlington, MA — http://t.co/0qub2SIcqN #photo"
0,@lordanielflvcko gota get u this cage for when we drink together http://t.co/DUmHnc2Qpu
1,It's the final countdown. Until @JustJamixo gets drunk pees on my stuff. #Saturday #TurnUp #Flashback
0,Tonight! buenosdiazmusic at Snack Bar on Congress 7-10.  Then maldonadoquepaso at Firehouse Lounge on… http://t.co/Ab0c6YzOQj
1,"@KrAsHiie finally sober lol, but I'm about crash soon and hibernate for the day! We're you at pride?"
0,3 months without drinking soda and I'm about to be in heaven with this vanilla coke 😭💖🙏 #ididit
0,"In keeping up with traditions in Chicago... Champagne bar FTW! (@ Pops for Champagne in Chicago, IL w/ 2 others) http://t.co/N0K1NNnW99"
0,"Halloween Cocktails tonight! Eye ball, Red Devil Shot &amp; Haunted House Martini. Come by either Ship… https://t.co/YMc9ihChSL"
0,OMG! You have to see this #Adorable #Manatee that swam up to the Seawall for a drink of fresh water.… http://t.co/RG3espsBRe
0,I think Bourque's been drinking Max's Gatorade. #Habs
1,Drinking a Free Style Belgian Blonde by @bdbrewingco @ Haus Erickson — http://t.co/IH1EVm019N
0,"My old HCO fam, killin' it at TJ's  #firstteam @ Tequila Jacks Toronto http://t.co/3ekI1KZNz7"
0,God bless America but most of all god bless beer
1,“@PartyTweeets: Being drunk with your best friend is the best kind of drunk” @KaylaKconnors
0,Libations and conversations. #mayday #craftbeer #craft #beer #eviloctopus (@ 3 Brothers Craft Brewhouse) http://t.co/jfdpZ7e0rC
1,“@Partyprobs: Lets get drunk until we don't have feelings”
0,"This Nigga Brian cannot act sober for nothing
Brian: Hey
My mom: Hey 
Brain: Huh
My mom: I said hey 
Brian: oh me too..Hey"
0,"@caldwellmarissa ""spill a drink on yourself and say you have to shower"""
1,"@orvtech @annaholler we went out for a nice dinner so I wore a nice shirt, and I drank a Country Thyme Lemonade (spiked)."
1,Finally a day off tomorrow all I'm doing is drinking and smoking all fucking day
1,Drinking a Sixty-One by @dogfishbeer @ Frank Beer Distributors Inc. — http://t.co/hDy31Jhk9m
1,Sure. - Drinking a Stout by Riverbend Brewing Company @ RiverBend Brewing Company  — http://t.co/SllwwrXeZc #photo
0,@ooohhhKAY hell yeah.  Just watch out for creepy old men with big bar tabs and bad breath #regulars
1,*Gatorade RT @EasyStylez: Nothing worse than waking up after a night of drinking with no water in sight
1,Kurtis got drunk off his ass I've never seen him that drunk lmfao
0,@Sam_livoti SAM❤️❤️❤️ YOU ARE MY LIFE PARTNER BEER BOTTLE COOKIE CUTTER😂❤️😘
1,I don't even care who you are if you are drunk out of your mind acting like an idiot don't even talk to me.
0,"Preaching the word of the hops! (Yes, that's a hops hat.) @ Southern Appalachian Brewery https://t.co/kZjPLCSrt4"
1,“@juantarentino: When ur too drunk and high to move at a party http://t.co/BvUU1Lb0i7” @ChadBerry8 you that night at Brittany's 😂
1,Drinking a Beck's Sapphire by @AnheuserBusch @ Landmark Holiday Beach Resort — http://t.co/SZZGC7rroa #photo
0,"@WhoAteMyPizza I'd love to chat with you more over beers sometime. I only know you at tailgates, but I think we have very common views"
0,Beer is not good and idk how people like that shit
1,Not a bad pilsner which is to say: meh. - Drinking a Mama's Little Yella Pils by @oskarblues @ Home  — http://t.co/x80aIZP47S
0,"Dinner, because I'm not cool enough for # ChilisUnderground. 😉 (at @Chilis Grill &amp; Bar in Denton, TX w/ @digitalck) https://t.co/6LjA1Jxp9L"
1,Drinking a Wolaver's Brown Ale by @OtterCreekBeer @ Jeff &amp; Joy's House Of Crazy Cats — http://t.co/j83Fy1Oifr #photo
0,"The man himself.. Rob Samuels, President and CEO Maker's Mark. Comes from the oldest bourbon family on… http://t.co/G6NUHem2pK"
1,You know it's an older drunker crowd when most of them are sitting between acts...
0,"I'm at The Hollywood Bowl for Glen Hansard / Iron &amp; Wine in Los Angeles, CA w/ 101 others https://t.co/mOMjx2T6ir"
0,"chicken burrito. (@ Tequila Family Mexican Restaurant in Rock Hill, SC) https://t.co/EptHQIOjKa"
1,On my second bottle of wine with my mother in law. We're wasted.
1,Drinking a Citra Single Hop Pale Ale by @HillFarmstead @ The Beer &amp; Deer Bunny Trail — http://t.co/MgwaXNu3TZ #photo
1,"On Wednesdays, we drink whiskey. #whiskeywednesday #whynot @ Catch 22 Live Music and Sports Bar http://t.co/6tsJQitNmB"
0,"Check out the new item in my Etsy shop, Pyrite raw chunk Silver bar square Necklace. https://t.co/9OPeXUOMNW"
0,"Coffee Rubbed Duck Breast for our wine dinner to support Am. Cancer Society! @ Montgomery,AL http://t.co/vyiyEGos0n"
0,Nothing better than being poolside with a cold drink and Fifty Shades Darker #relaxation
0,"Sapphire Cafe, Restaurant &amp; Lounge will be open #VictoriaDayLongWeekend Monday! 10am-8pm Mmm #Guelph http://t.co/KjcVSmzRiz"
1,I can't wait til my babe is back so he can wine &amp; dine me 🍷🎀👠💳👌
1,@Ale_Linaress Cherri-O 🍸🍷 miss you guys too !! Don't let Vickey get too much vodka lmfao jk !! Let her off the leash 😉 go girls
0,"""@rasner77: Drinking and driving all the time doesn't make you cool."""
0,"Happy birthday champagne papi!😘
I need me one of you."
0,"But I learned that if I ever need to stay up really late, all I need to do is drink 3 monsters in a 6 hour time span and I'll be good"
1,Lookin like a Rodeo tonight! - Drinking a Pabst Blue Ribbon (PBR) @ Pauly's Hotel - http://t.co/E36bZCtl6M #photo
1,@corywiergowski not fun drinks. Depression drinks
0,Hope my daughter isn't a functioning alcoholic like her mother 🙏
1,Drinking a Dad's Yer Uncle by @Hermistonbrewco @ Mckay's Taphouse — https://t.co/SqEzJcxrWw
0,New cookies and cream flavored quest bars in stock at Nutrishop Cary! @ Nutrishop Cary http://t.co/P5nGwnps8B
0,I don't know what hotel to throw it at tho. The bar was set pretty high at the Ritz Carlton.
0,Coffee + Bar = #coffeebar ❤️😍 @ Coffeebar Gastown https://t.co/uu9phawYdw
0,A giant slim jim at 10 at night before bed us eat worse then a night of drinking don't do it ugghhhhh
0,it's the fucking Catalina Wine Mixer
0,Clean on the inside Champagne on the outside! #nypdpizza #palmsprings #chevy #1963 #impala #calilove… http://t.co/qGdjRi0mUh
0,Cancel The Notebook. Let's write a love story about hot Cheetos and Culver's root beer
0,Join me tonight at The Cromwell from 5:30-9:30! Craft cocktails and elegant music and of course there… https://t.co/VgSPUPPgbC
0,I know so much about people to the pint I could ruin there lives
1,Cocktails and Hor'derves at my neighbor's one block up from my loft! This modern 2 bed 2 bath condo is… http://t.co/Xp5rmvWkX9
1,"One can of beer but hey, thanks for the MIP. Pig 🐷🐷🐷"
1,Vinny and. I are walking our bikes home cuz were too drunk to ride them
1,Can't believe I made it home safe in this snow &amp; how drunk I am 🙌
0,Nas ft. Amy Winehouse - Cherry Wine 🎶
0,“@MrScottEddy: The Deadly Social Media Drinking Game Coming To U.S. - http://t.co/0Ano0zLO2g #NekNomination #SocialMedia”     So much dumb.
1,Definitely complex. Hard to judge this early. - Drinking a Nuclear Nugget by @LCCB_FarmBrews @ Jack Brown's  — http://t.co/9FDJSiUY0i
1,"Dropkick Murphys, Flogging Molly and The Pogues all day. Bring me my whiskey and brackets. (@ Ridge Corporation) http://t.co/xvk7fR8pgt"
1,"The winner for me. Their bock is good, but this has some good flavor. - Drinking a Hop Baron at @101beerkitchen - http://t.co/vJjBBmNWhr"
0,"Okay, this is more typical: “@theIMEU: Israel bars Palestinian’s return to Israel for burial (Haaretz) http://t.co/INSHfNfQcn”"
1,Mentally preparing myself for all the alcohol I will be consuming next week
0,“@TFLN: (978): you took out flashcards at the bar and went around asking guys what totalitarianism meant.” @nahhnerz is this you?
0,"I'm at 9 Dragons Liquor Store in Saint Paul, MN https://t.co/3TkgbaPLky"
1,Danielley put captain in my beer when I was in the bathroom. Really?! Lol
